Name,Garment_Name,Experience_Years,Job_Role,Working_Hours_Per_Week,Exposure_To_Chemicals,Machine_Use,Workstation_Ergonomics,Injury_History,Health_Condition,Safety_Training,Shift_Type,Task_Rotation_Frequency,Job_Risk
Rasel Hossain,Pallmall Group,36,Packaging,50,Low,Heavy,Average,0,Minor_Chronic,Basic,Day,Rare,Medium
Nazia Sultana,Pallmall Group,19,Cutting,37,Low,Light,Average,2,Minor_Chronic,Unknown,Evening,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,5,Packaging,52,Unknown,Light,Average,1,Minor_Chronic,Basic,Night,Occasional,Low
Fariha Khan,Pallmall Group,18,Machine_Maintenance,30,Unknown,Unknown,Poor,0,Minor_Chronic,Basic,Evening,Frequent,Low
Rasel Hossain,Pallmall Group,4,Sewing,33,Medium,Light,Poor,0,Minor_Chronic,Basic,Day,Occasional,Medium
Taslima Akter,Pallmall Group,2,Sewing,33,High,Light,Good,0,Healthy,Advanced,Day,Frequent,Low
Fariha Khan,Pallmall Group,0,Sewing,29,High,Light,Average,0,Healthy,Unknown,Day,Occasional,Medium
Shamina Begum,Pallmall Group,37,Packaging,45,Medium,Heavy,Average,1,Healthy,Advanced,Evening,Frequent,Medium
Abdul Latif,Pallmall Group,14,Dyeing,50,Low,Unknown,Poor,0,Healthy,Advanced,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,33,Dyeing,29,Unknown,Unknown,Average,0,Healthy,Unknown,Night,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,34,Machine_Maintenance,39,Unknown,Light,Poor,2,Healthy,Advanced,Night,Occasional,High
Nazia Sultana,Pallmall Group,24,Packaging,49,Unknown,Light,Poor,0,Healthy,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,23,Sewing,64,Low,Heavy,Average,0,Healthy,Basic,Day,Occasional,Medium
Taslima Akter,Pallmall Group,11,Cutting,47,Medium,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,17,Cutting,66,Medium,Light,Poor,0,Healthy,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,14,Cutting,51,Medium,Light,Poor,0,Healthy,Advanced,Evening,Occasional,Medium
Mariam Noor,Pallmall Group,15,Dyeing,47,Medium,Unknown,Average,1,Healthy,Basic,Evening,Occasional,Medium
Fariha Khan,Pallmall Group,26,Machine_Maintenance,28,High,Light,Average,0,Minor_Chronic,Unknown,Day,Rare,High
Rasel Hossain,Pallmall Group,7,Cutting,28,Unknown,Unknown,Average,0,Healthy,Basic,Night,Occasional,Low
Shamina Begum,Pallmall Group,24,Ironing,44,Medium,Light,Average,1,Minor_Chronic,Basic,Evening,Rare,Low
Nazia Sultana,Pallmall Group,16,Packaging,28,Low,Light,Good,0,Healthy,Advanced,Night,Rare,Low
Rahim Ahmed,Pallmall Group,28,Cutting,57,Unknown,Unknown,Poor,1,Healthy,Basic,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,7,Sewing,68,High,Unknown,Poor,0,Healthy,Basic,Evening,Frequent,Medium
Taslima Akter,Pallmall Group,14,Ironing,30,Medium,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,26,Sewing,38,Unknown,Light,Poor,1,Healthy,Basic,Evening,Frequent,Low
Mariam Noor,Pallmall Group,6,Machine_Maintenance,51,Unknown,Heavy,Average,1,Healthy,Unknown,Day,Occasional,High
Shahidul Islam,Pallmall Group,2,Sewing,49,Low,Unknown,Average,0,Minor_Chronic,Basic,Evening,Occasional,Low
Nazia Sultana,Pallmall Group,28,Cutting,53,Low,Unknown,Good,1,Minor_Chronic,Unknown,Day,Rare,Low
Taslima Akter,Pallmall Group,23,Ironing,40,High,Unknown,Good,0,Serious_Chronic,Advanced,Day,Frequent,Medium
Mariam Noor,Pallmall Group,2,Supervisor,28,Unknown,Light,Good,0,Serious_Chronic,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,19,Sewing,51,Unknown,Light,Poor,1,Healthy,Advanced,Day,Occasional,Low
Shahidul Islam,Pallmall Group,14,Sewing,37,Unknown,Heavy,Good,0,Healthy,Advanced,Day,Rare,Low
Taslima Akter,Pallmall Group,24,Sewing,62,Unknown,Light,Poor,0,Healthy,Advanced,Night,Frequent,Medium
Taslima Akter,Pallmall Group,29,Sewing,51,Unknown,Light,Average,1,Healthy,Unknown,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,13,Sewing,55,Medium,Light,Average,0,Minor_Chronic,Advanced,Evening,Frequent,Low
Nazia Sultana,Pallmall Group,6,Dyeing,63,Unknown,Heavy,Poor,0,Minor_Chronic,Advanced,Day,Rare,High
Nazia Sultana,Pallmall Group,16,Sewing,43,Unknown,Light,Average,1,Minor_Chronic,Advanced,Day,Rare,Low
Mariam Noor,Pallmall Group,19,Sewing,67,Unknown,Light,Poor,0,Minor_Chronic,Unknown,Day,Rare,Medium
Shamina Begum,Pallmall Group,35,Packaging,43,Unknown,Heavy,Average,2,Healthy,Unknown,Day,Occasional,High
Fariha Khan,Pallmall Group,8,Cutting,44,Medium,Heavy,Good,0,Healthy,Advanced,Day,Frequent,Medium
Fariha Khan,Pallmall Group,37,Cutting,42,Low,Heavy,Poor,2,Healthy,Basic,Day,Occasional,High
Fariha Khan,Pallmall Group,21,Cutting,43,Medium,Light,Poor,0,Serious_Chronic,Unknown,Day,Rare,High
Rasel Hossain,Pallmall Group,1,Supervisor,42,Unknown,Light,Average,0,Serious_Chronic,Basic,Night,Occasional,Medium
Fariha Khan,Pallmall Group,23,Sewing,61,Unknown,Unknown,Good,1,Healthy,Advanced,Day,Occasional,Low
Fariha Khan,Pallmall Group,7,Machine_Maintenance,38,Unknown,Light,Poor,0,Healthy,Basic,Night,Rare,Medium
Shamina Begum,Pallmall Group,10,Packaging,28,Unknown,Unknown,Average,0,Healthy,Advanced,Night,Frequent,Low
Taslima Akter,Pallmall Group,12,Sewing,42,Medium,Heavy,Good,1,Healthy,Basic,Evening,Rare,Medium
Nazia Sultana,Pallmall Group,16,Supervisor,53,Unknown,Heavy,Poor,2,Minor_Chronic,Basic,Night,Occasional,High
Nazia Sultana,Pallmall Group,7,Sewing,31,Low,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,20,Sewing,32,Unknown,Unknown,Average,3,Healthy,Basic,Night,Rare,Medium
Shamina Begum,Pallmall Group,17,Packaging,62,Low,Unknown,Average,0,Healthy,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,29,Packaging,40,Medium,Heavy,Good,0,Serious_Chronic,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,17,Dyeing,37,Low,Light,Poor,0,Healthy,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,30,Sewing,38,Low,Light,Good,1,Healthy,Basic,Night,Occasional,Low
Rahim Ahmed,Pallmall Group,37,Ironing,45,High,Light,Good,0,Healthy,Basic,Night,Rare,Medium
Rasel Hossain,Pallmall Group,31,Packaging,61,Low,Light,Poor,0,Healthy,Basic,Day,Frequent,Low
Rahim Ahmed,Pallmall Group,10,Cutting,66,Unknown,Heavy,Poor,0,Healthy,Unknown,Day,Occasional,High
Abdul Latif,Pallmall Group,24,Cutting,68,Unknown,Light,Good,0,Minor_Chronic,Unknown,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,32,Sewing,50,Low,Light,Average,0,Minor_Chronic,Basic,Evening,Occasional,Low
Fariha Khan,Pallmall Group,37,Sewing,34,Low,Heavy,Average,1,Healthy,Advanced,Day,Rare,Medium
Shahidul Islam,Pallmall Group,40,Machine_Maintenance,66,Unknown,Light,Average,1,Healthy,Basic,Day,Rare,Medium
Rasel Hossain,Pallmall Group,7,Cutting,30,Unknown,Unknown,Average,1,Minor_Chronic,Unknown,Night,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,10,Supervisor,39,High,Light,Good,2,Healthy,Basic,Evening,Frequent,Medium
Taslima Akter,Pallmall Group,21,Cutting,34,Unknown,Unknown,Poor,0,Healthy,Basic,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,23,Packaging,53,Unknown,Heavy,Poor,0,Healthy,Basic,Evening,Rare,Medium
Fariha Khan,Pallmall Group,40,Sewing,60,Unknown,Light,Good,1,Healthy,Basic,Evening,Occasional,Low
Taslima Akter,Pallmall Group,16,Cutting,64,Medium,Heavy,Good,0,Healthy,Basic,Night,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,11,Sewing,42,Unknown,Light,Average,0,Serious_Chronic,Basic,Evening,Frequent,Medium
Shahidul Islam,Pallmall Group,31,Cutting,29,Low,Unknown,Good,2,Minor_Chronic,Unknown,Day,Rare,Medium
Fariha Khan,Pallmall Group,14,Ironing,68,Unknown,Light,Average,0,Healthy,Unknown,Night,Rare,Medium
Rahim Ahmed,Pallmall Group,15,Supervisor,34,Low,Heavy,Poor,2,Minor_Chronic,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,21,Dyeing,59,Medium,Unknown,Good,0,Healthy,Basic,Night,Rare,High
Shamina Begum,Pallmall Group,27,Sewing,31,Unknown,Light,Average,1,Healthy,Advanced,Evening,Frequent,Low
Mushfiqur Rahman,Pallmall Group,19,Sewing,47,Low,Heavy,Poor,0,Healthy,Basic,Night,Occasional,Medium
Mariam Noor,Pallmall Group,32,Sewing,63,Unknown,Light,Average,1,Healthy,Advanced,Day,Frequent,Low
Abdul Latif,Pallmall Group,9,Ironing,59,Unknown,Light,Average,1,Minor_Chronic,Unknown,Evening,Rare,Medium
Shahidul Islam,Pallmall Group,39,Packaging,55,Medium,Light,Good,1,Healthy,Advanced,Night,Occasional,Medium
Nazia Sultana,Pallmall Group,31,Machine_Maintenance,40,Unknown,Heavy,Poor,1,Minor_Chronic,Basic,Evening,Occasional,High
Shamina Begum,Pallmall Group,32,Sewing,28,Low,Light,Poor,0,Healthy,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,1,Ironing,62,Unknown,Heavy,Average,0,Healthy,Unknown,Day,Occasional,High
Mariam Noor,Pallmall Group,32,Ironing,57,Unknown,Light,Good,1,Healthy,Unknown,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,32,Dyeing,63,Unknown,Heavy,Average,0,Serious_Chronic,Basic,Day,Frequent,High
Mushfiqur Rahman,Pallmall Group,40,Ironing,52,Low,Unknown,Average,0,Healthy,Unknown,Evening,Rare,Low
Mushfiqur Rahman,Pallmall Group,12,Packaging,43,Unknown,Unknown,Average,0,Healthy,Unknown,Day,Frequent,Low
Nazia Sultana,Pallmall Group,29,Dyeing,46,Low,Heavy,Poor,2,Healthy,Basic,Night,Frequent,High
Mariam Noor,Pallmall Group,32,Sewing,28,Unknown,Heavy,Average,2,Healthy,Unknown,Day,Occasional,High
Mariam Noor,Pallmall Group,12,Packaging,32,Unknown,Light,Poor,1,Minor_Chronic,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,25,Sewing,49,Medium,Light,Good,0,Minor_Chronic,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,21,Packaging,51,Medium,Heavy,Poor,0,Serious_Chronic,Basic,Evening,Occasional,High
Shahidul Islam,Pallmall Group,38,Cutting,64,Unknown,Unknown,Average,0,Minor_Chronic,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,1,Ironing,63,Low,Light,Poor,1,Healthy,Advanced,Day,Occasional,High
Fariha Khan,Pallmall Group,37,Machine_Maintenance,63,Unknown,Heavy,Average,0,Healthy,Advanced,Evening,Occasional,High
Rasel Hossain,Pallmall Group,38,Machine_Maintenance,31,Medium,Light,Average,1,Healthy,Basic,Day,Frequent,Medium
Shahidul Islam,Pallmall Group,25,Packaging,63,Medium,Light,Average,1,Serious_Chronic,Basic,Night,Occasional,High
Shamina Begum,Pallmall Group,14,Ironing,45,Medium,Heavy,Poor,0,Healthy,Basic,Night,Frequent,High
Shahidul Islam,Pallmall Group,33,Packaging,43,Medium,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,39,Ironing,68,Unknown,Unknown,Average,0,Healthy,Advanced,Night,Occasional,Low
Abdul Latif,Pallmall Group,10,Packaging,45,Medium,Heavy,Average,0,Healthy,Basic,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,2,Cutting,49,Low,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Shamina Begum,Pallmall Group,5,Supervisor,29,Unknown,Heavy,Average,1,Healthy,Basic,Evening,Rare,Low
Rasel Hossain,Pallmall Group,8,Machine_Maintenance,48,Unknown,Heavy,Average,1,Minor_Chronic,Advanced,Night,Rare,High
Nazia Sultana,Pallmall Group,5,Packaging,63,High,Unknown,Good,0,Healthy,Advanced,Night,Occasional,High
Mariam Noor,Pallmall Group,8,Sewing,66,Medium,Unknown,Average,0,Healthy,Advanced,Evening,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,38,Sewing,66,Unknown,Light,Poor,0,Minor_Chronic,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,30,Packaging,56,Low,Light,Good,0,Healthy,Basic,Evening,Rare,Low
Nazia Sultana,Pallmall Group,31,Sewing,53,Medium,Light,Poor,0,Healthy,Advanced,Day,Rare,Medium
Shahidul Islam,Pallmall Group,40,Packaging,48,Unknown,Light,Good,0,Healthy,Basic,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,11,Ironing,44,Unknown,Light,Poor,1,Healthy,Basic,Night,Occasional,Medium
Shamina Begum,Pallmall Group,7,Cutting,43,Low,Light,Average,1,Healthy,Basic,Day,Frequent,Low
Rasel Hossain,Pallmall Group,7,Machine_Maintenance,58,Unknown,Light,Poor,2,Healthy,Basic,Day,Occasional,High
Mushfiqur Rahman,Pallmall Group,27,Dyeing,36,Unknown,Light,Good,1,Serious_Chronic,Basic,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,19,Dyeing,58,Low,Light,Average,1,Healthy,Advanced,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,6,Ironing,41,Medium,Unknown,Average,0,Healthy,Unknown,Day,Occasional,Low
Abdul Latif,Pallmall Group,10,Cutting,64,Low,Light,Poor,1,Healthy,Advanced,Evening,Occasional,High
Fariha Khan,Pallmall Group,19,Packaging,29,Medium,Unknown,Average,0,Serious_Chronic,Advanced,Night,Rare,Medium
Shahidul Islam,Pallmall Group,15,Sewing,41,Unknown,Light,Average,0,Minor_Chronic,Advanced,Evening,Rare,Low
Shamina Begum,Pallmall Group,3,Machine_Maintenance,60,Unknown,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,5,Machine_Maintenance,62,Low,Unknown,Poor,0,Healthy,Basic,Evening,Rare,High
Rahim Ahmed,Pallmall Group,21,Cutting,66,Unknown,Light,Average,0,Healthy,Advanced,Day,Rare,Low
Nazia Sultana,Pallmall Group,25,Packaging,47,Medium,Light,Average,1,Healthy,Basic,Night,Rare,Medium
Mushfiqur Rahman,Pallmall Group,2,Dyeing,29,Unknown,Unknown,Poor,0,Healthy,Basic,Evening,Frequent,Medium
Rahim Ahmed,Pallmall Group,40,Cutting,68,Unknown,Light,Poor,1,Healthy,Basic,Night,Rare,High
Nazia Sultana,Pallmall Group,13,Supervisor,46,Unknown,Heavy,Average,0,Healthy,Unknown,Night,Occasional,Medium
Shahidul Islam,Pallmall Group,10,Sewing,64,High,Light,Good,0,Healthy,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,17,Sewing,45,Unknown,Heavy,Poor,0,Healthy,Basic,Night,Occasional,Medium
Fariha Khan,Pallmall Group,11,Ironing,43,Unknown,Light,Average,0,Healthy,Basic,Night,Occasional,Low
Mushfiqur Rahman,Pallmall Group,22,Ironing,31,Unknown,Light,Poor,2,Healthy,Unknown,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,11,Dyeing,39,Medium,Light,Average,0,Healthy,Advanced,Day,Occasional,Medium
Abdul Latif,Pallmall Group,12,Packaging,56,Unknown,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Abdul Latif,Pallmall Group,24,Dyeing,34,Unknown,Light,Poor,0,Serious_Chronic,Basic,Day,Occasional,Medium
Rahim Ahmed,Pallmall Group,18,Dyeing,41,Unknown,Light,Average,0,Healthy,Advanced,Evening,Frequent,Low
Shamina Begum,Pallmall Group,35,Sewing,39,Low,Light,Good,0,Healthy,Basic,Day,Frequent,Low
Abdul Latif,Pallmall Group,7,Cutting,62,Unknown,Light,Good,1,Healthy,Advanced,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,28,Sewing,32,Unknown,Light,Poor,0,Healthy,Basic,Night,Frequent,Low
Rasel Hossain,Pallmall Group,31,Sewing,44,Unknown,Light,Poor,0,Healthy,Basic,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,17,Ironing,59,Low,Light,Good,0,Healthy,Basic,Evening,Occasional,Low
Taslima Akter,Pallmall Group,5,Sewing,37,Low,Light,Poor,2,Healthy,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,17,Sewing,44,Low,Heavy,Average,0,Healthy,Basic,Evening,Occasional,Low
Abdul Latif,Pallmall Group,18,Sewing,32,High,Light,Poor,3,Minor_Chronic,Basic,Evening,Frequent,Medium
Shamina Begum,Pallmall Group,21,Machine_Maintenance,36,High,Light,Average,0,Minor_Chronic,Basic,Day,Occasional,Medium
Rasel Hossain,Pallmall Group,36,Machine_Maintenance,60,Unknown,Light,Poor,0,Serious_Chronic,Advanced,Evening,Frequent,High
Fariha Khan,Pallmall Group,31,Dyeing,63,Medium,Heavy,Good,0,Healthy,Basic,Night,Rare,High
Nazia Sultana,Pallmall Group,40,Machine_Maintenance,63,Low,Unknown,Good,1,Healthy,Advanced,Day,Rare,Medium
Rasel Hossain,Pallmall Group,2,Packaging,45,Medium,Light,Average,0,Serious_Chronic,Basic,Evening,Rare,High
Mariam Noor,Pallmall Group,27,Dyeing,36,Unknown,Light,Good,0,Healthy,Basic,Evening,Rare,Low
Nazia Sultana,Pallmall Group,9,Sewing,56,Low,Unknown,Average,1,Healthy,Advanced,Day,Frequent,Low
Mariam Noor,Pallmall Group,34,Packaging,41,Unknown,Light,Poor,0,Healthy,Advanced,Night,Rare,Medium
Rahim Ahmed,Pallmall Group,28,Packaging,52,Medium,Light,Average,1,Healthy,Basic,Evening,Occasional,Low
Nazia Sultana,Pallmall Group,14,Dyeing,42,Unknown,Heavy,Average,0,Healthy,Advanced,Day,Rare,Medium
Mariam Noor,Pallmall Group,32,Packaging,33,Unknown,Light,Poor,0,Healthy,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,6,Ironing,56,Unknown,Light,Poor,1,Healthy,Unknown,Day,Rare,Medium
Shahidul Islam,Pallmall Group,11,Packaging,42,Unknown,Light,Good,3,Healthy,Basic,Evening,Frequent,Medium
Fariha Khan,Pallmall Group,29,Machine_Maintenance,56,Low,Light,Good,0,Healthy,Advanced,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,20,Cutting,31,Unknown,Light,Good,1,Healthy,Advanced,Evening,Occasional,Low
Shamina Begum,Pallmall Group,30,Packaging,45,Unknown,Unknown,Poor,2,Healthy,Unknown,Evening,Frequent,Medium
Nazia Sultana,Pallmall Group,23,Ironing,66,Medium,Light,Average,0,Healthy,Advanced,Day,Frequent,Low
Shahidul Islam,Pallmall Group,19,Packaging,43,Unknown,Light,Poor,0,Healthy,Advanced,Day,Occasional,Low
Mariam Noor,Pallmall Group,36,Packaging,38,Low,Light,Good,0,Healthy,Basic,Night,Rare,Low
Taslima Akter,Pallmall Group,3,Sewing,41,Unknown,Unknown,Poor,0,Healthy,Basic,Night,Rare,Medium
Shahidul Islam,Pallmall Group,27,Dyeing,30,Unknown,Light,Average,0,Healthy,Basic,Day,Rare,Low
Abdul Latif,Pallmall Group,19,Sewing,65,Medium,Light,Average,0,Healthy,Basic,Evening,Rare,Medium
Nazia Sultana,Pallmall Group,23,Packaging,45,Medium,Heavy,Good,1,Healthy,Advanced,Day,Occasional,Medium
Mariam Noor,Pallmall Group,31,Ironing,47,Unknown,Light,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Nazia Sultana,Pallmall Group,40,Packaging,52,High,Light,Average,0,Minor_Chronic,Basic,Evening,Frequent,Low
Mariam Noor,Pallmall Group,35,Sewing,65,Medium,Heavy,Average,1,Healthy,Basic,Day,Frequent,Medium
Taslima Akter,Pallmall Group,33,Dyeing,40,High,Light,Good,0,Healthy,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,35,Sewing,31,Unknown,Heavy,Poor,1,Healthy,Basic,Evening,Frequent,Medium
Fariha Khan,Pallmall Group,1,Packaging,41,Unknown,Unknown,Good,0,Healthy,Basic,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,14,Machine_Maintenance,60,Low,Light,Good,0,Serious_Chronic,Basic,Night,Rare,High
Shahidul Islam,Pallmall Group,33,Supervisor,55,Low,Light,Poor,1,Serious_Chronic,Unknown,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,35,Packaging,64,Unknown,Heavy,Poor,1,Healthy,Advanced,Day,Rare,High
Taslima Akter,Pallmall Group,5,Packaging,35,Medium,Light,Average,1,Healthy,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,38,Sewing,61,Unknown,Heavy,Poor,0,Minor_Chronic,Basic,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,11,Cutting,32,Unknown,Light,Average,0,Minor_Chronic,Unknown,Night,Occasional,Medium
Shamina Begum,Pallmall Group,2,Ironing,32,Unknown,Heavy,Average,1,Healthy,Unknown,Night,Rare,High
Shahidul Islam,Pallmall Group,17,Packaging,58,Low,Light,Average,2,Healthy,Advanced,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,39,Machine_Maintenance,36,Unknown,Light,Poor,0,Healthy,Basic,Day,Frequent,Low
Mariam Noor,Pallmall Group,20,Sewing,59,Medium,Heavy,Average,0,Healthy,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,14,Machine_Maintenance,60,Low,Heavy,Average,0,Minor_Chronic,Unknown,Day,Occasional,High
Mushfiqur Rahman,Pallmall Group,32,Packaging,30,Medium,Light,Good,0,Serious_Chronic,Basic,Night,Occasional,Medium
Nazia Sultana,Pallmall Group,34,Dyeing,57,High,Unknown,Poor,1,Minor_Chronic,Advanced,Day,Occasional,High
Rahim Ahmed,Pallmall Group,25,Sewing,39,Low,Unknown,Average,1,Healthy,Basic,Day,Rare,Low
Rahim Ahmed,Pallmall Group,7,Sewing,56,High,Light,Good,2,Healthy,Basic,Day,Frequent,Medium
Nazia Sultana,Pallmall Group,35,Ironing,30,Unknown,Unknown,Average,1,Healthy,Advanced,Evening,Frequent,Low
Fariha Khan,Pallmall Group,29,Dyeing,53,Unknown,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Abdul Latif,Pallmall Group,22,Sewing,57,Unknown,Light,Poor,1,Healthy,Unknown,Evening,Occasional,Medium
Rasel Hossain,Pallmall Group,13,Ironing,36,Unknown,Light,Good,1,Healthy,Basic,Evening,Occasional,Low
Abdul Latif,Pallmall Group,13,Packaging,53,Medium,Unknown,Average,0,Healthy,Unknown,Evening,Rare,Medium
Shamina Begum,Pallmall Group,1,Packaging,29,Unknown,Light,Good,0,Healthy,Advanced,Day,Rare,Low
Mariam Noor,Pallmall Group,36,Machine_Maintenance,30,Low,Light,Good,2,Healthy,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,4,Cutting,31,Low,Light,Average,0,Minor_Chronic,Advanced,Night,Frequent,Medium
Fariha Khan,Pallmall Group,37,Cutting,52,Low,Light,Average,1,Healthy,Unknown,Day,Rare,Medium
Abdul Latif,Pallmall Group,40,Packaging,40,Unknown,Light,Poor,0,Healthy,Basic,Day,Rare,Medium
Abdul Latif,Pallmall Group,13,Cutting,66,Medium,Light,Poor,1,Healthy,Unknown,Day,Rare,High
Mushfiqur Rahman,Pallmall Group,38,Sewing,62,Unknown,Heavy,Average,0,Minor_Chronic,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,24,Sewing,50,Unknown,Light,Average,0,Healthy,Unknown,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,19,Cutting,36,Low,Heavy,Average,2,Healthy,Basic,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,1,Sewing,29,Low,Light,Good,1,Healthy,Advanced,Night,Rare,High
Shahidul Islam,Pallmall Group,38,Cutting,68,Unknown,Heavy,Poor,1,Healthy,Unknown,Evening,Occasional,High
Rasel Hossain,Pallmall Group,5,Sewing,58,Medium,Unknown,Average,1,Healthy,Basic,Day,Occasional,Medium
Shamina Begum,Pallmall Group,16,Sewing,29,Unknown,Light,Average,1,Minor_Chronic,Advanced,Evening,Occasional,Low
Mariam Noor,Pallmall Group,24,Dyeing,59,Unknown,Light,Average,2,Healthy,Advanced,Night,Occasional,Medium
Shamina Begum,Pallmall Group,27,Dyeing,45,Unknown,Light,Good,1,Minor_Chronic,Basic,Night,Rare,Medium
Rasel Hossain,Pallmall Group,1,Dyeing,40,Low,Light,Average,2,Healthy,Advanced,Day,Rare,High
Fariha Khan,Pallmall Group,34,Sewing,32,Low,Light,Average,1,Healthy,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,36,Sewing,37,Unknown,Light,Average,2,Healthy,Basic,Night,Frequent,Medium
Nazia Sultana,Pallmall Group,4,Dyeing,52,Unknown,Light,Poor,0,Minor_Chronic,Advanced,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,0,Dyeing,61,Medium,Light,Average,0,Healthy,Advanced,Day,Occasional,High
Mariam Noor,Pallmall Group,39,Ironing,64,Unknown,Heavy,Average,2,Healthy,Advanced,Day,Frequent,Medium
Taslima Akter,Pallmall Group,11,Cutting,57,Unknown,Light,Good,1,Healthy,Advanced,Evening,Frequent,Low
Mushfiqur Rahman,Pallmall Group,35,Machine_Maintenance,34,Low,Light,Good,0,Healthy,Basic,Day,Rare,Low
Mariam Noor,Pallmall Group,22,Cutting,33,Unknown,Light,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Fariha Khan,Pallmall Group,30,Ironing,30,Medium,Heavy,Average,0,Serious_Chronic,Basic,Day,Frequent,High
Rahim Ahmed,Pallmall Group,10,Packaging,40,Unknown,Light,Poor,0,Healthy,Basic,Day,Frequent,Low
Shamina Begum,Pallmall Group,9,Ironing,30,Low,Light,Poor,0,Healthy,Unknown,Day,Occasional,Medium
Abdul Latif,Pallmall Group,2,Cutting,53,Unknown,Light,Average,0,Healthy,Basic,Day,Frequent,Low
